Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous,Occupation_Label,Total_Expense,Total_Potential_Savings,Effective_Income,Overspending,Predicted_Expense
9479,24,4,2,1,1895,0,230,1373,659,375,195,687,418,871,178,5,536,2593,73,92,50,15,150,4,16,52,,6881,904,3129,True,6187.94608517101
107425,39,1,0,0,32227,0,4793,15739,7291,4791,2373,4478,5168,5929,2950,17,18308,21681,3199,1905,934,279,774,249,169,561,,85739,16140,39989,True,83006.29206431331
15235,29,1,2,1,3047,1112,542,1647,777,440,625,1120,622,1458,242,5,774,3598,168,119,98,31,96,6,67,62,,11632,1294,4372,True,11037.775392099882
13573,25,4,0,0,4071,0,397,1778,994,422,401,1041,609,910,353,5,691,2591,341,86,37,53,173,8,34,94,,10976,1652,3282,True,10442.766914266378
5357,35,2,1,2,803,0,154,550,348,165,257,275,180,467,117,9,499,2036,61,66,18,50,20,1,19,32,,3316,534,2535,True,1975.0143010639626
17993,45,0,2,1,3598,913,491,2411,1437,567,724,1161,845,0,498,7,1433,5342,267,430,57,186,201,12,0,73,,12645,2452,6775,True,12063.008352216095
10409,35,3,1,0,3122,0,365,1440,682,485,509,709,422,930,174,6,676,1564,118,80,102,121,110,15,14,24,,8838,1168,2240,True,7707.598587825794
111587,48,2,0,1,22317,0,4010,13714,7851,5453,2430,4859,4477,9260,2653,16,18315,34558,2041,1456,1506,643,393,123,34,444,,77024,13280,52873,True,78009.49133862468
67292,34,0,3,1,13458,0,3347,8160,5041,1811,2503,3279,3235,0,853,10,7075,25601,650,451,181,355,564,120,0,77,,41687,4796,32676,True,45480.43573975212
17299,40,4,2,2,2594,0,672,2205,961,706,661,928,554,1547,222,5,955,6245,604,184,165,148,211,11,19,61,,11050,2806,7200,True,11500.956490166445
181843,28,2,3,1,36368,35938,6535,20850,12102,8275,6351,11673,8226,13428,1965,24,20126,20126,2428,797,1364,805,978,243,550,406,,161711,15142,40252,True,162362.66582160452
65799,32,3,3,1,13159,9702,1391,8162,5221,1363,2928,3455,3288,4046,689,11,7575,12388,2022,781,263,496,449,119,115,95,,53404,8680,19963,True,53681.973438991336
23134,47,1,3,1,4626,1616,844,3320,1331,746,700,1328,967,2297,315,6,1474,5037,633,233,75,185,224,31,30,94,,18090,3010,6511,True,17865.82944944748
4061,48,0,0,2,609,650,141,428,321,171,123,175,187,0,64,6,259,1188,71,55,31,33,45,3,0,5,,2869,486,1447,True,1142.5280969157748
187532,23,2,0,1,37506,26601,8795,23910,14163,4157,8887,9604,7393,12624,3949,17,29939,29939,5257,3639,377,1779,1449,298,341,1156,,157589,28592,59878,True,153886.57884399802
9870,29,3,1,1,1974,800,411,1143,730,385,369,775,366,499,131,7,700,2283,267,176,93,52,81,10,17,38,,7583,1468,2983,True,6586.750443664208
8043,40,2,1,1,1608,997,276,1110,437,216,392,607,359,465,202,5,421,1369,171,98,32,51,165,15,16,13,,6669,1122,1790,True,5389.517399930622
67982,56,4,1,2,10197,0,1824,7942,3673,1539,3189,4754,2490,4365,1762,14,10132,26241,1681,1056,103,545,797,59,2,208,,41735,8902,36373,True,43945.60017527707
211240,57,0,3,2,31686,0,8752,29528,15853,4598,8404,9500,9475,0,4802,22,47054,88637,2335,4508,703,1785,2600,291,0,692,,122598,25828,135691,False,122701.31143634114
90796,53,4,1,2,13619,0,2597,10881,6259,3341,2253,6832,2802,7701,2135,10,9652,32371,3138,1383,271,672,838,46,93,450,,58420,13782,42023,True,64106.25950877239
47102,52,4,2,1,9420,0,1440,6167,3121,1594,2052,2064,1526,2806,785,10,4742,16123,876,784,314,340,116,40,89,105,,30975,5328,20865,True,33164.35331674834
48279,20,1,0,0,14483,6836,1968,6518,3780,1428,1872,2447,2220,4600,565,14,1555,1555,699,763,194,300,620,109,36,121,,46717,5684,3110,True,47246.18198162645
59378,59,4,1,0,17813,6192,1744,6890,3233,2551,2851,2836,2306,4824,1233,14,6900,6900,1618,871,666,180,356,63,231,85,,52473,8140,13800,True,51497.611656515684
55055,45,3,0,2,8258,0,1591,6659,4314,1736,2162,2591,1964,4634,1378,10,5804,19764,1456,438,476,221,497,19,116,123,,35287,6692,25568,True,38048.607592255794
37567,32,0,3,2,5635,0,1249,5340,2499,1548,779,2538,1611,0,917,9,3701,15446,754,745,349,120,760,62,0,142,,22116,5864,19147,True,23790.64585548361
32608,30,1,0,1,6521,6319,1301,3981,1771,1223,931,1472,1296,2658,664,7,2368,4466,582,480,62,59,300,46,3,48,,28137,3160,6834,True,27752.008372534725
28534,36,2,2,0,8560,1832,1376,3521,1800,1263,1182,2137,1405,1887,598,8,2319,2967,535,465,357,188,446,27,62,30,,25561,4220,5286,True,24669.032846727834
16412,57,4,0,1,3282,0,401,2120,1194,507,437,929,769,1012,383,9,1607,5373,399,250,28,106,122,37,2,44,,11034,1976,6980,True,10702.50968181469
23966,35,2,0,1,4793,0,660,3333,1264,947,1186,1000,1196,2005,377,7,1748,7201,442,360,188,215,236,56,69,31,,16761,3194,8949,True,17078.958531794236
7743,48,1,2,0,2322,0,383,801,601,239,258,571,335,576,150,5,400,1502,148,107,15,50,55,7,23,12,,6236,834,1902,True,4856.9471957944725
27730,54,2,2,1,5546,1910,1068,3602,1580,1034,734,1886,1243,1407,721,9,2583,6993,770,136,145,58,171,24,22,179,,20731,3010,9576,True,20614.3161183582
13603,38,3,1,1,2720,2428,275,1948,681,407,292,973,654,1300,264,8,1199,1655,465,93,77,62,184,17,6,33,,11942,1874,2854,True,10658.362758882684
12407,56,1,0,0,3722,0,581,1449,878,431,588,730,611,1094,275,7,880,2043,97,141,45,63,114,18,6,26,,10359,1020,2923,True,9070.333605702363
34643,22,0,1,2,5196,0,986,4649,2191,1195,749,2520,1115,0,384,9,3281,15655,1145,293,99,206,382,34,0,115,,18985,4548,18936,True,20835.37847438384
91359,34,0,1,0,27407,0,3334,10312,5342,1896,2549,3795,4538,0,2370,13,11880,29810,2339,957,464,184,768,197,0,322,,61543,10462,41690,True,64481.4063575778
62542,36,0,2,2,9381,5475,1939,6593,4154,1927,2379,4046,2347,0,775,10,6807,23523,917,427,174,449,429,61,0,88,,39016,5090,30330,True,42148.902203531325
8540,21,0,0,1,1708,593,215,927,490,373,192,357,404,0,126,9,786,3149,193,74,32,52,45,13,0,18,,5385,854,3935,True,4101.554600944003
13592,43,1,2,0,4077,1468,517,1849,682,529,412,673,457,1317,386,9,1219,1219,505,182,117,93,46,2,23,23,,12367,1982,2438,True,10706.015869998733
63676,41,1,3,2,9551,4791,1684,8247,4054,2460,1841,4282,2876,5322,754,10,6789,17811,1606,942,179,350,401,107,106,58,,45862,7498,24600,True,47725.58843448931
13670,56,1,0,1,2734,1717,366,1500,876,279,516,757,457,1116,233,7,1015,3112,80,87,28,92,123,22,24,64,,10551,1040,4127,True,9525.501900025612
25065,55,4,3,2,3759,0,1104,2551,1419,747,1103,1749,915,1273,726,8,2160,9715,395,117,187,233,102,31,16,111,,15346,2384,11875,True,16309.377790506242
46583,63,1,0,1,9316,0,1830,6586,2893,1908,2154,2181,2178,4235,1234,12,5601,12063,408,824,295,112,128,56,113,198,,34515,4268,17664,True,34607.21587405256
13825,36,1,1,1,2765,0,657,1867,1004,439,606,912,503,889,251,8,1172,3928,165,256,32,171,195,12,32,53,,9893,1832,5100,True,8987.076019644992
32638,47,1,2,2,4895,0,1081,4000,2547,1026,1615,1896,1495,1870,609,7,2433,11599,698,368,300,365,155,12,41,78,,21034,4034,14032,True,22432.066363946145
10318,43,0,3,0,3095,1651,362,1138,743,341,395,472,443,0,308,5,547,1365,57,173,35,57,106,17,0,39,,8948,968,1912,True,7479.660422921088
18543,28,3,0,0,5562,3028,409,2749,1143,403,811,1241,660,1752,433,6,346,346,650,187,58,219,239,6,87,104,,18191,3100,692,True,17542.188639634012
38745,56,0,1,0,11623,0,1193,4605,2386,1105,867,2693,1555,0,735,7,2924,11978,461,176,184,198,773,13,0,81,,26762,3772,14902,True,28174.184478630694
8388,20,3,2,2,1258,0,180,1227,443,216,312,657,267,443,99,5,492,3280,137,101,42,52,103,3,6,27,,5102,942,3772,True,4428.058714014622
42673,39,3,2,1,8534,0,1301,4741,2285,1191,1370,3368,2118,2485,797,14,6205,14478,948,416,191,172,496,90,91,197,,28190,5202,20683,True,28461.749596123813
29532,34,3,3,0,8859,2819,952,4259,2286,828,638,1957,1322,2669,709,7,2227,2227,701,603,193,104,498,23,27,97,,27298,4492,4454,True,26475.08352969916
46674,28,0,1,0,14002,0,1175,5936,3648,1725,1326,2865,1902,0,542,13,6126,13548,314,594,115,363,483,31,0,106,,33121,4012,19674,True,33122.46667000027
35885,64,4,0,1,7177,0,1638,5281,2414,1061,1443,2389,1692,2119,913,5,2112,9753,947,363,299,288,660,64,67,138,,26127,5652,11865,True,27856.049184166182
89345,56,2,3,2,13401,13715,2689,9487,5056,4288,3320,5183,3805,5860,1606,10,9273,20929,1506,562,938,352,459,181,107,454,,68410,9118,30202,True,71075.20489875357
33161,64,4,0,2,4974,6460,717,4959,2285,1009,1144,1861,1196,1779,505,8,2695,6267,913,330,191,321,308,18,6,146,,26889,4466,8962,True,27101.42662701875
21277,44,0,1,2,3191,0,674,2343,1441,579,461,932,969,0,218,8,1715,10464,248,142,56,65,67,36,0,62,,10808,1352,12179,False,11561.763804545026
33083,60,3,2,1,6616,0,1205,3462,2513,1511,785,2497,1475,3079,468,9,3262,9467,1015,543,210,175,513,41,66,71,,23611,5268,12729,True,24106.3096461449
46332,46,2,2,0,13899,0,1591,5941,2947,2122,1026,3331,1507,4318,708,14,6892,8938,1138,309,495,231,899,25,6,208,,37390,6622,15830,True,35836.4606022573
31195,29,4,2,1,6239,1594,1151,4180,1731,1237,1459,2442,1084,2675,657,8,2693,6740,1121,435,295,368,658,22,58,107,,24449,6128,9433,True,24684.86253484042
30990,30,1,0,1,6198,0,1440,3686,1917,851,845,2111,1345,3053,872,8,2482,8668,991,269,150,111,630,7,1,195,,22318,4708,11150,True,22825.14246457643
17108,28,4,0,1,3421,0,357,2307,1021,451,757,853,817,1603,501,9,1659,5014,244,77,50,86,226,23,69,54,,12088,1658,6673,True,11698.424084462182
17652,48,0,2,1,3530,2594,771,2600,960,571,714,1145,655,0,189,7,1301,3919,462,210,147,68,203,7,0,38,,13729,2270,5220,True,12849.416508107406
9768,28,2,0,1,1953,0,305,1365,504,420,362,527,309,912,130,9,913,2975,295,132,43,65,40,6,24,34,,6787,1278,3888,True,5685.429586311517
121614,58,1,0,0,36484,0,3833,17550,7078,5477,3874,7551,4026,6657,1754,24,27326,27326,4263,605,1517,932,544,190,189,102,,94284,16684,54652,True,87260.19531734101
11090,60,2,2,2,1663,1385,418,1606,675,488,479,786,432,632,314,6,705,2206,392,59,72,32,136,12,16,64,,8878,1566,2911,True,7792.528764295264
17233,53,2,2,1,3446,1880,651,1981,1342,462,771,1360,575,1671,409,9,1698,2680,579,366,84,48,247,0,53,42,,14548,2838,4378,True,13266.819659779334
16885,19,4,0,1,3377,1374,391,2285,993,456,348,778,703,1332,269,6,1071,4575,445,241,134,50,73,5,7,13,,12306,1936,5646,True,12229.830141294944
61383,40,3,0,0,18414,0,2394,8432,4537,1364,1622,3361,2240,4149,822,14,8752,14044,626,786,294,404,808,37,140,58,,47335,6306,22796,True,46861.605935207335
23694,53,4,1,1,4738,1625,598,2513,1708,498,1146,1835,733,1722,523,9,2317,6048,739,194,54,155,517,24,52,135,,17639,3740,8365,True,17450.50906497127
81401,31,1,3,2,12210,0,2348,10111,5147,1978,3752,3777,2897,4540,2296,14,12104,32340,2959,1453,104,374,623,60,153,419,,49056,12290,44444,True,51937.15981453052
17503,54,0,0,0,5251,0,603,2324,1153,826,476,750,687,0,499,8,1551,4931,537,248,197,137,136,12,0,84,,12569,2702,6482,True,11749.40651219412
37501,44,4,1,0,11250,0,1500,4294,2409,1195,1107,2057,1296,3130,861,5,1971,8397,1164,211,228,290,206,62,45,229,,29099,4870,10368,True,30708.20928456564
15377,29,3,1,0,4613,2893,656,2029,1020,594,667,1154,546,840,224,7,136,136,545,130,60,40,322,14,5,26,,15236,2284,272,True,14473.944871753596
166886,46,3,3,1,33377,9106,6937,17124,10885,4687,3858,9452,7663,9671,4592,20,34919,49530,4071,1634,1161,733,2535,156,52,445,,117352,21574,84449,True,113736.80269180775
11601,23,4,1,1,2320,1397,413,1502,737,474,462,733,489,1101,208,8,979,1761,416,133,31,97,164,7,24,41,,9836,1826,2740,True,8741.864503177088
38438,61,1,1,0,11531,3102,965,4038,2851,1420,1028,1868,1503,3239,952,9,3543,5936,498,803,196,216,408,23,149,160,,32497,4906,9479,True,31985.399044715614
49810,64,3,0,1,9962,0,2007,6680,3449,1018,2333,2038,1757,3897,800,10,5226,15863,761,944,184,287,286,55,83,183,,33941,5566,21089,True,35755.37827842712
41772,40,3,3,2,6265,0,2059,5548,2570,1238,1876,1833,1280,3095,1063,14,5863,14939,1534,334,69,104,514,4,50,213,,26827,5644,20802,True,27411.083528666455
25866,27,1,3,0,7760,0,1150,3392,1732,686,544,1593,869,1541,594,5,1344,6000,283,505,57,119,192,42,33,161,,19861,2784,7344,True,20181.39858752856
27040,51,1,1,1,5408,0,890,3051,1571,1297,1249,1644,870,1822,529,8,2433,8703,275,169,138,136,323,36,79,42,,18331,2396,11136,True,18601.58332422157
31070,61,1,1,1,6214,2239,1049,4145,1555,650,1017,1448,1107,1653,830,7,2393,9157,609,310,174,96,181,15,24,186,,21907,3190,11550,True,22586.665433948845
26671,29,1,2,1,5334,0,1297,3219,2019,1093,1039,1305,802,2027,683,7,2006,7849,327,102,241,124,295,9,64,131,,18818,2586,9855,True,19176.943380451616
64864,49,4,0,1,12972,0,1429,8225,4707,1594,2799,3539,2928,5692,1505,13,8492,19469,735,1064,432,533,477,144,70,355,,45390,7620,27961,True,46861.33951664464
175847,43,4,1,0,52754,18092,6644,23599,8948,4309,3780,9829,6800,13860,2847,22,24379,24379,4052,2306,789,801,1145,37,123,514,,151462,19534,48758,True,149888.32689196058
19205,24,2,2,2,2880,0,465,2276,1016,436,505,1370,773,1892,507,8,1638,7079,121,106,105,120,152,29,84,127,,12120,1688,8717,True,12179.68312357576
10027,49,2,2,0,3008,0,223,1501,741,467,340,640,440,708,280,9,957,1674,268,91,112,32,172,21,18,56,,8348,1540,2631,True,6875.372860542184
27954,50,2,0,1,5590,0,797,2882,2007,1372,803,1423,1024,1971,424,9,2584,9656,769,172,204,56,362,12,48,104,,18293,3454,12240,True,18881.64936863825
236267,35,3,2,1,47253,23016,6351,32250,13786,9096,8146,16440,8215,19985,3059,24,48663,48663,6156,4037,1652,1419,4421,173,117,666,,187597,37282,97326,True,178242.59890839364
15772,52,1,1,2,2365,1881,336,1766,854,778,466,1058,596,1133,455,6,981,4078,204,217,213,40,182,3,17,34,,11688,1820,5059,True,11081.25141633812
111329,37,4,2,1,22265,13801,5075,16598,6062,5390,3791,7259,4441,9203,1536,24,15901,15901,1313,645,763,291,398,114,304,419,,95421,8494,31802,True,93611.7115347041
114819,48,4,2,2,17222,0,5173,14528,8514,5588,3807,7799,4322,8756,3224,24,28263,35881,3050,1015,1595,370,1317,97,188,643,,78933,16550,64144,True,73346.40259611342
19265,22,1,1,2,2889,0,778,2682,1501,664,711,1110,952,1343,390,7,1487,6240,654,394,187,121,188,9,33,38,,13020,3248,7727,True,12857.189298677104
47294,49,2,2,1,9458,0,2036,5209,3213,1025,959,3669,2213,2381,1108,14,6773,16018,1163,423,83,196,685,55,94,272,,31271,5942,22791,True,31699.196139174124
110378,64,3,3,2,16556,0,2427,15896,6500,4766,3033,7574,4724,8877,2413,18,20066,37607,1392,1627,1393,551,1219,60,386,586,,72766,14428,57673,True,73268.50010433389
22151,59,4,0,1,4430,2783,624,3283,1757,982,1002,1154,666,1816,586,5,1296,3063,957,301,292,276,224,4,73,108,,19083,4470,4359,True,18768.805520936283
25491,36,0,1,0,7647,0,962,3236,1514,665,785,1043,1140,0,323,8,2152,8171,937,360,61,60,85,33,0,60,,17315,3192,10323,True,17442.15269788838
18837,18,3,0,0,5651,0,880,2685,1335,800,803,985,767,1154,492,9,1737,3281,724,354,234,104,280,18,26,112,,15552,3704,5018,True,14657.204069142364
13321,24,3,1,2,1998,0,548,1778,1034,551,530,781,617,1069,339,5,782,4072,171,198,151,75,121,27,40,24,,9245,1614,4854,True,8886.813666901975
17845,39,2,2,1,3569,0,366,2002,1283,827,801,923,592,900,450,9,1781,6127,147,241,103,110,123,18,9,97,,11713,1696,7908,True,11314.924882237983
11268,51,1,0,1,2253,0,306,1644,873,491,451,473,561,1036,140,6,755,3034,381,220,73,29,36,10,35,41,,8228,1650,3789,True,7217.082721775079
30829,27,0,1,2,4624,0,990,4284,1769,769,705,1372,1060,0,479,5,1569,14773,1222,500,136,40,354,46,0,113,,16052,4822,16342,False,18683.99227036485
16203,64,2,3,2,2430,1130,626,2342,977,393,645,1286,630,1332,424,6,1021,3983,386,126,88,106,164,14,13,72,,12215,1938,5004,True,11693.768468164935
36169,59,1,1,0,10850,0,1444,4273,2543,1099,1493,1673,1766,2315,984,8,3091,7724,801,666,300,209,225,2,104,153,,28440,4920,10815,True,28575.08119325116
8640,43,0,2,1,1728,0,331,1060,558,359,251,489,277,0,99,6,572,3484,308,43,94,20,107,2,0,19,,5152,1186,4056,True,4099.205419296513
39091,49,4,2,2,5863,0,864,4472,2169,1542,1764,1930,1818,2558,969,8,3196,15136,1281,430,173,370,103,8,89,263,,23949,5434,18332,True,26495.710312064548
58441,59,0,2,2,8766,4418,2497,6825,4241,1438,1521,4232,2117,0,1285,14,8703,21096,628,1077,213,188,1134,47,0,69,,37340,6712,29799,True,38145.76842162112
6087,44,2,3,1,1217,600,244,688,366,220,158,340,301,393,126,5,335,1428,102,38,39,22,27,11,2,13,,4653,508,1763,True,3318.5619920173986
40465,29,0,0,0,12139,0,1068,5517,3114,1099,1103,1998,1904,0,750,12,4904,11767,862,438,181,164,119,6,0,205,,28692,3950,16671,True,28721.895427933774
80104,57,0,3,1,16020,0,2794,9528,5770,3930,3853,5751,2882,0,2141,11,9252,27431,1926,1019,1055,1101,1542,85,0,292,,52669,14040,36683,True,56162.23618298382
11398,40,0,0,1,2279,708,315,1556,684,324,358,664,353,0,297,6,712,3854,461,93,18,89,135,14,0,48,,7538,1716,4566,True,6667.057282617448
114349,31,4,1,0,34304,0,4642,15290,7386,5624,2540,5934,5188,5880,2499,19,22676,25057,4414,1698,791,566,814,40,248,143,,89287,17428,47733,True,85027.81153245918
41947,51,1,3,1,8389,0,1110,5359,3279,1039,1360,2250,2029,3815,820,13,5554,12493,1218,227,233,86,396,0,53,72,,29450,4570,18047,True,29386.22530239873
17067,34,0,3,1,3413,0,351,2280,1153,405,568,965,735,0,228,6,1033,6965,528,285,93,170,64,12,0,33,,10098,2370,7998,True,10177.650773215728
28690,23,3,1,1,5738,5020,945,3663,2084,827,1261,1631,1320,1747,590,9,2655,3860,367,165,73,148,145,60,58,142,,24826,2316,6515,True,24058.030835342357
46892,44,2,2,1,9378,0,998,6376,3691,1660,1630,2419,1559,2773,1376,12,5697,15027,458,430,466,427,307,18,91,146,,31860,4686,20724,True,32807.16804946019
31880,25,3,2,0,9564,0,678,3708,2336,1416,1534,2543,1017,2145,728,5,1771,6206,1096,435,100,142,418,34,20,204,,25669,4898,7977,True,26376.650865407046
46164,50,1,1,1,9232,2984,1187,6419,2365,2307,1797,2878,2234,4295,522,14,6761,9935,1363,563,254,184,597,27,191,145,,36220,6648,16696,True,34889.22236913486
14363,52,2,2,1,2872,0,597,1650,828,486,693,876,520,1202,364,7,1092,4268,146,50,97,202,114,20,58,92,,10088,1558,5360,True,9476.706563298792
34352,64,1,1,0,10305,0,1658,5116,2005,1626,1387,1961,1279,1919,953,9,3263,6137,420,377,119,361,258,25,54,99,,28209,3426,9400,True,27680.729256618033
9681,34,2,3,0,2904,815,342,1155,637,458,461,686,384,738,285,5,554,811,187,154,93,128,79,1,11,62,,8865,1430,1365,True,7457.998854347312
27445,43,3,3,1,5489,0,1107,2762,1669,602,633,1219,1074,2011,330,8,2386,10545,371,124,179,162,228,32,44,20,,16896,2320,12931,True,17954.580326970972
14556,24,3,0,0,4367,2119,312,1794,996,644,338,1058,568,1022,299,6,921,1035,277,292,149,68,59,6,9,72,,13517,1864,1956,True,12353.554318900062
16656,63,4,3,0,4996,3157,728,2461,1293,547,503,800,658,1403,220,5,0,-114,632,110,49,146,111,3,14,16,,16766,2162,-114,True,16217.521487248236
80646,41,1,0,2,12096,5661,2697,10619,5821,2573,2912,6319,2963,6733,2111,12,10222,20134,1369,1328,565,799,1526,114,2,275,,60505,11956,30356,True,61568.259538307364
71825,42,3,2,0,21547,0,2475,7549,3602,2275,3352,5157,3267,5422,1420,13,9516,15754,754,274,374,838,623,112,208,182,,56066,6730,25270,True,56169.253552170165
48837,52,2,1,1,9767,0,2152,5147,3830,2244,2185,3367,2361,2836,1354,11,5498,13590,525,981,259,647,849,75,75,117,,35243,7056,19088,True,36088.869661072225
12520,43,0,2,0,3756,0,294,1533,695,408,437,928,497,0,335,8,1103,3634,113,168,32,79,133,7,0,32,,8883,1128,4737,True,7735.034791599905
23291,22,0,1,2,3493,0,784,2591,1411,914,1080,1392,880,0,350,7,1720,10392,442,326,81,158,223,43,0,48,,12895,2642,12112,True,13780.148859144347
79176,64,0,1,1,15835,0,2864,10311,4117,3250,2028,5540,3745,0,1374,14,11144,30107,1808,1116,568,182,1346,16,0,286,,49064,10644,41251,True,51778.737774937734
33601,55,4,3,0,10080,0,1290,4929,1855,1389,1241,2649,1098,2118,644,7,2548,6304,1313,268,142,209,338,21,81,44,,27293,4832,8852,True,27660.47507045693
191839,52,3,0,1,38367,0,7908,28449,15017,6216,4717,12574,5899,10408,3163,16,31570,59115,8343,3759,1446,370,874,168,135,521,,132718,31232,90685,True,135737.8058729212
41093,47,1,0,1,8218,0,1599,6002,2786,1150,2027,2308,1584,2390,967,13,5481,12056,1741,162,75,119,376,21,0,174,,29031,5336,17537,True,28856.492560428258
34982,42,1,2,2,5247,4053,1589,4016,1994,1381,1450,2637,1422,1802,590,7,2782,8796,845,171,200,265,278,37,23,129,,26181,3896,11578,True,26757.53091937682
23427,41,4,3,1,4685,2215,1158,3486,1302,926,943,1229,920,1255,299,8,2108,5004,847,235,82,75,128,25,40,22,,18418,2908,7112,True,18105.166310104374
33382,47,2,0,0,10014,0,684,3852,2526,1017,1607,2530,1115,2680,906,7,2609,6446,964,471,289,333,209,22,126,201,,26931,5230,9055,True,27038.623944290925
26555,37,3,0,1,5311,3240,860,3486,1427,550,679,1121,1292,1638,535,5,1376,6410,437,270,31,52,98,26,45,89,,20139,2096,7786,True,20824.837968995966
52861,20,3,0,1,10572,0,1705,7640,3195,2133,2053,2620,2554,4068,569,10,5635,15747,1303,678,485,337,773,46,140,127,,37109,7778,21382,True,38832.885766179475
64493,49,2,2,1,12898,0,2741,8573,3987,1956,1427,2925,2597,5661,946,11,7596,20777,2559,1015,414,412,248,19,268,106,,43711,10082,28373,True,45915.270942071875
15997,25,2,3,1,3199,0,459,2396,835,440,544,1273,557,1303,364,7,1234,4621,223,51,71,90,212,20,7,61,,11370,1470,5855,True,10877.253203952783
10341,64,3,0,1,2068,1196,211,1214,645,395,316,499,424,958,309,5,578,2101,270,32,116,33,67,11,23,29,,8235,1162,2679,True,7284.0176160891915
6904,40,3,3,0,2071,943,153,731,507,320,279,522,323,350,205,7,489,495,193,67,94,31,44,9,13,40,,6404,982,984,True,4893.9105301787
45041,63,0,0,1,9008,0,2148,5000,3307,1550,1414,3412,1423,0,611,12,5538,17164,591,309,413,315,679,17,0,58,,27873,4764,22702,True,29103.798675047932
12410,33,1,2,1,2482,0,590,1355,691,569,262,808,604,902,281,6,763,3861,195,153,61,77,193,5,0,68,,8544,1504,4624,True,7832.551210300153
5359,52,0,3,2,803,302,148,778,389,254,135,249,260,0,57,9,516,1978,140,50,48,18,19,11,0,12,,3375,596,2494,True,1747.9384350918444
40938,42,0,0,0,12281,0,1968,5047,2384,1974,1641,3187,1360,0,920,10,4147,10173,580,641,148,173,438,67,0,171,,30762,4436,14320,True,30958.411864011276
220433,32,1,2,2,33065,0,10201,27727,15806,6991,7776,11509,10334,15250,2407,24,53367,79361,4609,1284,1516,2160,884,192,656,286,,141066,23174,132728,True,134853.39619649493
29854,25,4,2,0,8956,0,1214,3243,2124,1095,1466,2119,1060,2607,686,5,1513,5279,449,472,172,369,449,20,81,74,,24570,4172,6792,True,25215.44381400779
58673,51,4,2,0,17602,0,1604,6495,4411,1211,1246,2885,2873,4057,1746,12,7273,14538,1073,1145,127,197,838,86,111,408,,44130,7970,21811,True,44812.461562496464
32029,42,4,0,1,6405,0,754,4483,2550,1366,1600,2316,1476,2281,889,5,1683,7903,990,223,335,308,359,40,54,128,,24120,4874,9586,True,25450.033696149334
27718,61,4,2,1,5543,0,693,3718,1466,1295,591,1388,1174,1889,303,7,2166,9653,292,254,257,100,117,13,41,71,,18060,2290,11819,True,19176.91990849131
62580,36,2,1,1,12516,10911,1622,7288,3608,1709,1379,4737,2124,5819,1555,14,9061,9306,1194,1006,164,234,528,91,98,405,,53268,7440,18367,True,51304.15385576444
23783,60,0,2,1,4756,1307,1051,3324,1631,1181,772,1445,1014,0,630,7,1791,6668,548,212,237,109,259,18,0,149,,17111,3064,8459,True,16980.32571231505
37155,30,2,1,1,7431,5048,1100,3815,2464,835,1064,1757,1230,2405,943,8,3125,9057,484,509,65,235,123,17,99,127,,28092,3318,12182,True,28761.614935469417
38805,63,2,2,0,11641,0,1565,4017,2910,1111,1289,2232,1447,2996,912,6,2577,8678,819,753,295,283,364,11,39,163,,30120,5454,11255,True,31180.80531271672
17579,29,1,2,1,3515,0,756,1835,932,724,370,930,561,1516,407,6,1125,6027,191,48,55,64,109,4,59,118,,11546,1296,7152,True,11478.058620111684
66342,32,4,2,1,13268,0,2189,8967,4288,2509,2735,2837,2362,4713,1365,10,6883,21104,663,718,251,437,363,34,82,354,,45233,5804,27987,True,48434.34790113635
26081,40,3,0,1,5216,0,689,3385,1577,1285,831,1303,863,1578,534,6,1660,8815,343,303,97,189,143,29,2,138,,17261,2488,10475,True,18322.56671410026
16388,57,4,3,1,3277,2820,561,2345,855,711,677,960,662,1301,164,8,1433,2051,451,113,182,52,117,9,64,47,,14333,2070,3484,True,13269.028289030006
46081,19,0,0,0,13824,3100,1107,6839,3334,1306,1493,2357,2000,0,1189,14,6859,9526,1651,587,97,277,175,73,0,293,,36549,6306,16385,True,34936.18069518996
14620,57,2,0,2,2193,2226,650,1711,937,543,497,855,487,1191,403,6,898,2923,190,64,81,56,174,13,24,21,,11693,1246,3821,True,10887.681478663038
30684,40,0,0,2,4602,2502,1355,4033,1596,1520,1402,1337,1311,0,809,8,2524,10211,947,214,269,285,377,10,0,236,,20467,4676,12735,True,21192.244330345868
29781,22,2,3,1,5956,0,1430,4274,1496,1210,1161,1957,1265,1794,841,7,2287,8393,986,324,115,320,536,24,62,249,,21384,5232,10680,True,22012.73946639086
71515,51,2,3,1,14303,5707,3172,7985,3626,2090,1677,3037,2213,4593,1857,13,9673,21250,2134,451,110,448,742,15,34,111,,50260,8090,30923,True,51516.72167948568
43857,27,2,2,1,8771,0,1731,4595,2711,1166,1882,3303,1909,2296,821,10,4425,14669,866,715,296,343,237,17,18,172,,29185,5328,19094,True,30791.725340732202
